epoch,accuracy,loss
8,0.9995,0.0014150409454997998
9,0.99895,0.002961847989824287
10,0.9989833,0.0030003342765552135
11,0.99945,0.0015689456854494153
12,0.99873334,0.0036285923185602085
13,0.99953336,0.0013440128622677606
14,0.9998,0.00048208998154475183
15,0.9992333,0.0027320317514192747
16,0.9992,0.0027195610519923376
17,0.99976665,0.0007544750303548558
18,0.99965,0.0008425966395822456
19,0.99955,0.0017133154488647008
20,0.99975,0.0008946454545460011,0.9897,0.07261312309955215
21,0.99883336,0.00392038258943543,0.9892,0.07033842656412509
22,0.99936664,0.002162434913331863,0.9913,0.05743360576785194
23,0.99986666,0.00044959254398356275,0.9908,0.06287033181162141
24,1.0,7.730003285079441e-05,0.9913,0.05884720874678459
25,1.0,1.6689051203724148e-05,0.992,0.05846227067495528
26,1.0,2.999512147707506e-06,0.992,0.05885809359009012
27,1.0,1.9697095853167923e-06,0.9923,0.059288494027932105
30,0.99953336,0.00227550097387492,0.9896,0.09458930343442407
31,0.9992833,0.002730814877444371,0.9906,0.08242220818613434
32,0.9996333,0.0008604224366475467,0.9903,0.07903930280563388
33,0.99988335,0.00035933868530456863,0.9902,0.08121808391559784
34,0.99981666,0.0007726578317173502,0.99,0.07754396525071991
35,0.99915,0.0033578977535568062,0.9897,0.07267976269362512
